"","iso_o","iso_d","dist"
"1416","Delaware","FRA",16863.7819308975
"1417","Delaware","GBR",13016.8552775926
"1418","Delaware","Georgia",998.669115597402
"1419","Delaware","GRC",22172.5335020061
"1420","Delaware","Hawaii",7898.13582940945
"1421","Delaware","HUN",36391.9645300727
"1422","Delaware","Idaho",3299.82053221753
"1423","Delaware","IDN",96671.4451003542
"1424","Delaware","Illinois",1110.91846288927
"1425","Delaware","IND",72407.4271106462
"1426","Delaware","Indiana",925.500059178399
"1427","Delaware","Iowa",1494.53985363656
"1428","Delaware","IRL",19787.002230064
"1429","Delaware","ITA",16625.7837077837
"1430","Delaware","JPN",15524.6098692486
"1431","Delaware","Kansas",1806.87981728255
"1432","Delaware","Kentucky",845.366392859996
"1433","Delaware","KOR",16785.9509207937
"1434","Delaware","Louisiana",1739.86063460613
"1435","Delaware","LTU",25688.5867229961
"1436","Delaware","Maine",731.427487045082
"1437","Delaware","Maryland",110.463287375045
"1438","Delaware","Massachusetts",481.946574008532
"1439","Delaware","MEX",5436.5567616109
"1440","Delaware","Michigan",820.634528089899
"1441","Delaware","Minnesota",1623.10914654906
"1442","Delaware","Mississippi",1466.62641836108
"1443","Delaware","Missouri",1435.19221974465
"1444","Delaware","Montana",2986.17247769471
"1445","Delaware","Nebraska",1853.66274906763
"1446","Delaware","Nevada",3524.51449130431
"1447","Delaware","NewHampshire",547.326131689007
"1448","Delaware","NewJersey",135.991561215558
"1449","Delaware","NewMexico",2781.52609984064
"1450","Delaware","NewYork",267.66040497335
"1451","Delaware","NLD",29011.8260826735
"1452","Delaware","NorthCarolina",545.985179607217
"1453","Delaware","NorthDakota",2114.45379869122
"1454","Delaware","Ohio",629.618458102661
"1455","Delaware","Oklahoma",1917.05803896613
"1456","Delaware","Oregon",3877.91585131075
"1457","Delaware","Pennsylvania",136.64621056048
"1458","Delaware","POL",44776.1030913706
"1459","Delaware","PRT",14474.2848919075
"1460","Delaware","RhodeIsland",436.034771563864
"1461","Delaware","ROU",56578.3271579195
"1462","Delaware","RoW",32408.1299759745
"1463","Delaware","RUS",21674.0506266843
"1464","Delaware","SouthCarolina",764.505306629383
"1465","Delaware","SouthDakota",1993.79353833949
"1466","Delaware","SVK",59672.2647970375
"1467","Delaware","SVN",37487.9725888734
"1468","Delaware","SWE",27794.265568049
"1469","Delaware","Tennessee",993.308662855604
"1470","Delaware","Texas",2178.78947236474
"1471","Delaware","TUR",17873.442329269
"1472","Delaware","TWN",22883.7000409897
"1473","Delaware","Utah",3096.78063038423
"1474","Delaware","Vermont",573.697067565355
"1475","Delaware","Virginia",242.422913202989
"1476","Delaware","Washington",3765.88940781179
"1477","Delaware","WestVirginia",420.948359348127
"1478","Delaware","Wisconsin",1206.41189407815
"1479","Delaware","Wyoming",2653.38004886712
"1480","DEU","Alabama",38634.7877214081
"1481","DEU","Alaska",37006.41629724
"1482","DEU","Arizona",45774.4889888706
"1483","DEU","Arkansas",39547.7543630689
"1484","DEU","AUS",115896.206411987
"1485","DEU","AUT",12335.075913523
"1486","DEU","BEL",4126.5627699579
"1487","DEU","BGR",28795.1311519096
"1488","DEU","BRA",98077.5336544291
"1489","DEU","California",46338.6688979506
"1490","DEU","CAN",54834.3952242869
"1491","DEU","CHN",128023.238939918
"1492","DEU","Colorado",41083.4880174855
"1493","DEU","Connecticut",30881.4037832984
"1494","DEU","CYP",34668.3523665061
"1495","DEU","CZE",12586.7880272091
"1496","DEU","Delaware",32569.5773722654
"1497","DEU","DEU",5455.60650731239
"1498","DEU","DNK",8989.40386904891
"1499","DEU","ESP",21867.7207433693
"1500","DEU","EST",17249.5547619459
"1501","DEU","FIN",25358.0084653218
"1502","DEU","Florida",39174.812207047
"1503","DEU","FRA",8929.44195403787
"1504","DEU","GBR",9174.36794355941
"1505","DEU","Georgia",37585.0467280394
"1506","DEU","GRC",24467.2679467712
"1507","DEU","Hawaii",59985.5648975
"1508","DEU","HUN",20148.1027605302
"1509","DEU","Idaho",41283.5430941553
"1510","DEU","IDN",332763.587843744
"1511","DEU","Illinois",35691.1930173926
"1512","DEU","IND",191343.313057505
"1513","DEU","Indiana",35553.1797930578
"1514","DEU","Iowa",36764.0216398175
"1515","DEU","IRL",21208.8344497341
"1516","DEU","ITA",9866.22289492934
"1517","DEU","JPN",64456.4728518376
"1518","DEU","Kansas",39228.3638812946
"1519","DEU","Kentucky",36181.0622846586
"1520","DEU","KOR",64011.0849919216
"1521","DEU","Louisiana",41105.2093083188
"1522","DEU","LTU",18697.0308675663
"1523","DEU","Maine",28851.4268899135
"1524","DEU","Maryland",33029.9366691782
"1525","DEU","Massachusetts",30130.4247594404
"1526","DEU","MEX",83694.0588608721
"1527","DEU","Michigan",33870.3916143407
"1528","DEU","Minnesota",35575.1227081554
"1529","DEU","Mississippi",39701.6585802859
"1530","DEU","Missouri",38011.8089770313
"1531","DEU","Montana",39197.1115341754
"1532","DEU","Nebraska",38298.5455974886
"1533","DEU","Nevada",44785.260590468
"1534","DEU","NewHampshire",29844.8174368165
"1535","DEU","NewJersey",31787.5872362836
"1536","DEU","NewMexico",43648.6299991823
"1537","DEU","NewYork",31425.1578379344
"1538","DEU","NLD",7715.49874575589
"1539","DEU","NorthCarolina",35335.8085631927
"1540","DEU","NorthDakota",36182.7092858684
"1541","DEU","Ohio",34353.9470666141
"1542","DEU","Oklahoma",40564.2339905064
"1543","DEU","Oregon",42519.0739851995
"1544","DEU","Pennsylvania",32578.9340124447
"1545","DEU","POL",18503.3162978129
"1546","DEU","PRT",25678.0148419417
"1547","DEU","RhodeIsland",30373.2550530253
"1548","DEU","ROU",48404.4713687716
"1549","DEU","RoW",94229.2818020448
"1550","DEU","RUS",30979.4969406111
"1551","DEU","SouthCarolina",36393.5273511868
"1552","DEU","SouthDakota",37475.6181148083
"1553","DEU","SVK",28973.5099850769
"1554","DEU","SVN",17563.566998291
"1555","DEU","SWE",17343.3114840332
"1556","DEU","Tennessee",37330.4146403713
"1557","DEU","Texas",42757.8921098687
"1558","DEU","TUR",22019.9868335676
"1559","DEU","TWN",84070.2283015652
"1560","DEU","Utah",42364.509546325
"1561","DEU","Vermont",29926.7952198761
"1562","DEU","Virginia",33859.4099360608
"1563","DEU","Washington",41033.2850785225
"1564","DEU","WestVirginia",34390.7307121668
"1565","DEU","Wisconsin",34884.8090929066
"1566","DEU","Wyoming",40079.6978183045
"1567","DNK","Alabama",27985.6672114057
"1568","DNK","Alaska",25469.663914679
"1569","DNK","Arizona",32663.4766262627
"1570","DNK","Arkansas",28481.2169436795
"1571","DNK","AUS",83762.4559363719
"1572","DNK","AUT",14162.9416850313
"1573","DNK","BEL",6837.00054941569
"1574","DNK","BGR",24888.0504297674
"1575","DNK","BRA",75106.1207063576
"1576","DNK","California",32906.5744920272
"1577","DNK","CAN",39217.9592985644
"1578","DNK","CHN",89703.7269109564
"1579","DNK","Colorado",29269.0216638171
"1580","DNK","Connecticut",22386.8350054499
"1581","DNK","CYP",27572.9048917838
"1582","DNK","CZE",16489.5021847654
"1583","DNK","Delaware",23630.5986727836
"1584","DNK","DEU",8989.40386904891
"1585","DNK","DNK",6633.46569654241
"1586","DNK","ESP",21329.4271712446
"1587","DNK","EST",8647.46907588684
"1588","DNK","FIN",12586.8884900885
"1589","DNK","Florida",28614.5702898918
"1590","DNK","FRA",11240.2555389227
"1591","DNK","GBR",8192.45576553978
"1592","DNK","Georgia",27273.1677524982
"1593","DNK","GRC",21254.7743722386
"1594","DNK","Hawaii",42326.7465755014
"1595","DNK","HUN",19474.8773564107
"1596","DNK","Idaho",29160.0084051064
"1597","DNK","IDN",240547.76288793
"1598","DNK","Illinois",25607.4901180279
"1599","DNK","IND",138337.075938824
"1600","DNK","Indiana",25574.6586096892
"1601","DNK","Iowa",26288.6455623219
"1602","DNK","IRL",16930.4156454798
"1603","DNK","ITA",12063.2391723362
"1604","DNK","JPN",44933.7408380071
"1605","DNK","Kansas",28099.1840188835
"1606","DNK","Kentucky",26111.7793221214
"1607","DNK","KOR",44609.1653526234
"1608","DNK","Louisiana",29740.5267363938
"1609","DNK","LTU",10719.1832557527
"1610","DNK","Maine",20871.3061008264
"1611","DNK","Maryland",23945.9129911769
"1612","DNK","Massachusetts",21843.8506728608
"1613","DNK","MEX",60585.3258094549
"1614","DNK","Michigan",24314.0581268506
"1615","DNK","Minnesota",25333.5648393553
"1616","DNK","Mississippi",28713.7081112463
"1617","DNK","Missouri",27295.8280789406
"1618","DNK","Montana",27656.222033383
"1619","DNK","Nebraska",27346.2644415167
"1620","DNK","Nevada",31803.8603840952
"1621","DNK","NewHampshire",21603.715594451
"1622","DNK","NewJersey",23049.2181637652
"1623","DNK","NewMexico",31205.3606052155
"1624","DNK","NewYork",22750.0013186526
"1625","DNK","NLD",11219.4830856055
"1626","DNK","NorthCarolina",25667.6227654215
"1627","DNK","NorthDakota",25633.0717645321
"1628","DNK","Ohio",24757.5721579761
"1629","DNK","Oklahoma",29128.1983039777
"1630","DNK","Oregon",29937.8679799825
"1631","DNK","Pennsylvania",23575.9099047873
"1632","DNK","POL",13871.7937810324
"1633","DNK","PRT",22825.1652558902
"1634","DNK","RhodeIsland",22034.2635692003
"1635","DNK","ROU",40456.9915487253
"1636","DNK","RoW",73443.0382174605
"1637","DNK","RUS",19539.0714706623
"1638","DNK","SouthCarolina",26448.8944873679
"1639","DNK","SouthDakota",26656.6882333293
"1640","DNK","SVK",29196.0305592791
"1641","DNK","SVN",21417.0050531316
"1642","DNK","SWE",2664.12640229249
"1643","DNK","Tennessee",26978.2213427685
"1644","DNK","Texas",30814.5134922812
"1645","DNK","TUR",17666.9597230838
"1646","DNK","TWN",59257.0574231681
"1647","DNK","Utah",30063.3308912757
"1648","DNK","Vermont",21611.2144260024
"1649","DNK","Virginia",24567.7049959787
"1650","DNK","Washington",28834.7139193465
"1651","DNK","WestVirginia",24870.5353681883
"1652","DNK","Wisconsin",24949.004477601
"1653","DNK","Wyoming",28441.1342186319
"1654","ESP","Alabama",21201.7746566285
"1655","ESP","Alaska",24061.9631246397
"1656","ESP","Arizona",26531.0645884554
"1657","ESP","Arkansas",22124.4254813924
"1658","ESP","AUS",70796.0590250492
"1659","ESP","AUT",20012.318370331
"1660","ESP","BEL",9042.20723397979
"1661","ESP","BGR",24562.8207920803
"1662","ESP","BRA",46811.0139560319
"1663","ESP","California",27315.3257033688
"1664","ESP","CAN",31145.0340353511
"1665","ESP","CHN",86544.4305639361
"1666","ESP","Colorado",23830.9894168569
"1667","ESP","Connecticut",16783.1442883494
"1668","ESP","CYP",23772.0502594496
"1669","ESP","CZE",31329.5612406293
"1670","ESP","Delaware",17680.0984218333
"1671","ESP","DEU",21867.7207433693
"1672","ESP","DNK",21329.4271712446
"1673","ESP","ESP",4463.20742280077
"1674","ESP","EST",21809.5998893469
"1675","ESP","FIN",31179.5499617748
"1676","ESP","Florida",20949.8902717546
"1677","ESP","FRA",6432.50928206542
"1678","ESP","GBR",9175.70205164345
"1679","ESP","Georgia",20491.172047516
"1680","ESP","GRC",17140.0036844779
"1681","ESP","Hawaii",36890.8357669082
"1682","ESP","HUN",26613.7964799848
"1683","ESP","Idaho",24642.6059569759
"1684","ESP","IDN",208874.714428926
"1685","ESP","Illinois",20132.9701942742
"1686","ESP","IND",126184.395961411
"1687","ESP","Indiana",19888.5920927807
"1688","ESP","Iowa",20982.6672321563
"1689","ESP","IRL",16056.5458294392
"1690","ESP","ITA",7718.43075889288
"1691","ESP","JPN",43151.6546144068
"1692","ESP","Kansas",22320.1313530592
"1693","ESP","Kentucky",20042.7336269007
"1694","ESP","KOR",43255.3201852601
"1695","ESP","Louisiana",22691.0209059638
"1696","ESP","LTU",26233.2812894891
"1697","ESP","Maine",15758.8042532807
"1698","ESP","Maryland",17982.3411798578
"1699","ESP","Massachusetts",16360.9206700052
"1700","ESP","MEX",46377.6501384254
"1701","ESP","Michigan",19040.0397846431
"1702","ESP","Minnesota",20547.2226105884
"1703","ESP","Mississippi",21916.2193403747
"1704","ESP","Missouri",21431.4610479724
"1705","ESP","Montana",23421.812553399
"1706","ESP","Nebraska",21993.5229210631
"1707","ESP","Nevada",26356.0459623628
"1708","ESP","NewHampshire",16281.1733212326
"1709","ESP","NewJersey",17276.6045996351
"1710","ESP","NewMexico",25093.1298928573
"1711","ESP","NewYork",17160.2677995782
"1712","ESP","NLD",19202.6000291729
"1713","ESP","NorthCarolina",19160.5094121515
"1714","ESP","NorthDakota",21260.0262566239
"1715","ESP","Ohio",19084.3658298066
"1716","ESP","Oklahoma",22926.4337518929
"1717","ESP","Oregon",25698.5268243775
"1718","ESP","Pennsylvania",17832.0471207125
"1719","ESP","POL",37912.7904216374
"1720","ESP","PRT",4445.26868850575
"1721","ESP","RhodeIsland",16461.9315513398
"1722","ESP","ROU",47327.6916564754
"1723","ESP","RoW",52575.6636112973
"1724","ESP","RUS",29657.113764737
"1725","ESP","SouthCarolina",19723.4801022316
"1726","ESP","SouthDakota",21767.2967125207
"1727","ESP","SVK",43507.057174991
"1728","ESP","SVN",22346.7837901467
"1729","ESP","SWE",29232.951511907
"1730","ESP","Tennessee",20611.7848989216
"1731","ESP","Texas",23934.6908547473
"1732","ESP","TUR",16845.9278668071
"1733","ESP","TWN",55771.5452479036
"1734","ESP","Utah",24927.318394113
"1735","ESP","Vermont",16451.6365471685
"1736","ESP","Virginia",18399.3477462965
"1737","ESP","Washington",24919.3489044425
"1738","ESP","WestVirginia",18895.8562078495
"1739","ESP","Wisconsin",19862.270196701
"1740","ESP","Wyoming",23526.3055962634
"1741","EST","Alabama",21495.5148627176
"1742","EST","Alaska",17634.4101267691
"1743","EST","Arizona",24155.4936286623
"1744","EST","Arkansas",21658.6863145288
"1745","EST","AUS",57320.0354638796
"1746","EST","AUT",15538.1594280191
"1747","EST","BEL",10645.2801312796
"1748","EST","BGR",19443.9154381352
"1749","EST","BRA",59103.2609101338
"1750","EST","California",24080.146679989
"1751","EST","CAN",30027.3397336128
"1752","EST","CHN",57572.9670743919
"1753","EST","Colorado",21801.4884366584
"1754","EST","Connecticut",17593.805589826
"1755","EST","CYP",19492.2666755448
"1756","EST","CZE",21597.1056594556
"1757","EST","Delaware",18484.8269477582
"1758","EST","DEU",17249.5547619459
"1759","EST","DNK",8647.46907588684
"1760","EST","ESP",21809.5998893469
"1761","EST","EST",3564.99524214162
"1762","EST","FIN",1097.35218062945
"1763","EST","Florida",22173.7719237664
"1764","EST","FRA",14360.9556197491
"1765","EST","GBR",11152.357108572
"1766","EST","Georgia",21045.7008728146
"1767","EST","GRC",16859.2369828856
"1768","EST","Hawaii",29686.4847438686
"1769","EST","HUN",18284.9245913745
"1770","EST","Idaho",21354.957735777
"1771","EST","IDN",161546.273362558
"1772","EST","Illinois",19561.4181643094
"1773","EST","IND",89708.4662356469
"1774","EST","Indiana",19614.9291097353
"1775","EST","Iowa",19920.3396285393
"1776","EST","IRL",20418.8117116181
"1777","EST","ITA",12800.1770960134
"1778","EST","JPN",29317.9114886948
"1779","EST","Kansas",21212.8800295105
"1780","EST","Kentucky",20080.9483910705
"1781","EST","KOR",28798.2878568198
"1782","EST","Louisiana",22685.742894922
"1783","EST","LTU",4782.67688817579
"1784","EST","Maine",16490.5633484579
"1785","EST","Maryland",18687.5278329719
"1786","EST","Massachusetts",17214.8543323558
"1787","EST","MEX",45681.1292788736
"1788","EST","Michigan",18688.03115842
"1789","EST","Minnesota",19138.5761070545
"1790","EST","Mississippi",21956.9730834915
"1791","EST","Missouri",20746.3845962572
"1792","EST","Montana",20325.7468669678
"1793","EST","Nebraska",20588.709656074
"1794","EST","Nevada",23350.0946674286
"1795","EST","NewHampshire",17014.4065366953
"1796","EST","NewJersey",18063.2480773207
"1797","EST","NewMexico",23252.8138281017
"1798","EST","NewYork",17816.3809301375
"1799","EST","NLD",19197.8447417239
"1800","EST","NorthCarolina",19944.5871349118
"1801","EST","NorthDakota",19159.2541638223
"1802","EST","Ohio",19101.9090948793
"1803","EST","Oklahoma",22004.9914137323
"1804","EST","Oregon",21702.226241059
"1805","EST","Pennsylvania",18384.602315481
"1806","EST","POL",15165.0623881836
"1807","EST","PRT",22477.4525197502
"1808","EST","RhodeIsland",17362.1855761735
"1809","EST","ROU",30390.1436144136
"1810","EST","RoW",51351.7458136995
"1811","EST","RUS",7207.51749281929
"1812","EST","SouthCarolina",20507.1603717847
"1813","EST","SouthDakota",19987.3838216319
"1814","EST","SVK",28716.460167933
"1815","EST","SVN",22918.6490888831
"1816","EST","SWE",5695.25094766303
"1817","EST","Tennessee",20723.1881492033
"1818","EST","Texas",23297.1507568936
"1819","EST","TUR",12457.4003433544
"1820","EST","TWN",38620.102779982
"1821","EST","Utah",22164.1850977454
"1822","EST","Vermont",16967.7612865921
"1823","EST","Virginia",19143.9228169823
"1824","EST","Washington",20894.2875999063
"1825","EST","WestVirginia",19272.5522080502
"1826","EST","Wisconsin",19013.7167550604
"1827","EST","Wyoming",21085.8900787419
"1828","FIN","Alabama",29666.9317105405
"1829","FIN","Alaska",24125.082390974
"1830","FIN","Arizona",33281.7403801166
"1831","FIN","Arkansas",29861.2916923648
"1832","FIN","AUS",80172.947528643
"1833","FIN","AUT",23437.4230651419
"1834","FIN","BEL",15279.3416693351
"1835","FIN","BGR",29176.1153462906
"1836","FIN","BRA",82889.0411588616
"1837","FIN","California",33155.7936303335
"1838","FIN","CAN",41288.8354577674
"1839","FIN","CHN",80254.7122619056
"1840","FIN","Colorado",30004.138116164
"1841","FIN","Connecticut",24249.5365674758
"1842","FIN","CYP",28620.5359599689
"1843","FIN","CZE",32550.6122247949
"1844","FIN","Delaware",25491.4579872118
"1845","FIN","DEU",25358.0084653218
"1846","FIN","DNK",12586.8884900885
"1847","FIN","ESP",31179.5499617748
"1848","FIN","EST",1097.35218062945
"1849","FIN","FIN",6673.88568602748
"1850","FIN","Florida",30660.1094752343
"1851","FIN","FRA",20619.8967234351
"1852","FIN","GBR",15659.7139304658
"1853","FIN","Georgia",29051.6181286173
"1854","FIN","GRC",24951.8017376594
"1855","FIN","Hawaii",40979.7314763863
"1856","FIN","HUN",27838.7383073267
"1857","FIN","Idaho",29347.4153208374
"1858","FIN","IDN",226816.752077027
"1859","FIN","Illinois",26929.8290201366
"1860","FIN","IND",126981.170803612
"1861","FIN","Indiana",27017.154874282
"1862","FIN","Iowa",27411.2805348229
"1863","FIN","IRL",28427.2742293835
"1864","FIN","ITA",18777.0755918221
"1865","FIN","JPN",40656.2636806845
"1866","FIN","Kansas",29213.7168658467
"1867","FIN","Kentucky",27681.2015598874
"1868","FIN","KOR",39993.6445297641
"1869","FIN","Louisiana",31314.8269423162
"1870","FIN","LTU",8470.06210925483
"1871","FIN","Maine",22708.1416416507
"1872","FIN","Maryland",25769.1388248998
"1873","FIN","Massachusetts",23723.5783636215
"1874","FIN","MEX",63124.8633805295
"1875","FIN","Michigan",25720.7209149457
"1876","FIN","Minnesota",26307.3284893737
"1877","FIN","Mississippi",30299.4607087054
"1878","FIN","Missouri",28578.9521671226
"1879","FIN","Montana",27914.2859707162
"1880","FIN","Nebraska",28331.6127438961
"1881","FIN","Nevada",32140.9052091329
"1882","FIN","NewHampshire",23438.1306892592
"1883","FIN","NewJersey",24902.7292875013
"1884","FIN","NewMexico",32036.7718016176
"1885","FIN","NewYork",24552.0332993749
"1886","FIN","NLD",27480.6770552023
"1887","FIN","NorthCarolina",27526.4620694946
"1888","FIN","NorthDakota",26312.8205184943
"1889","FIN","Ohio",26314.3379306479
"1890","FIN","Oklahoma",30326.549595013
"1891","FIN","Oregon",29819.3352381845
"1892","FIN","Pennsylvania",25339.174262369
"1893","FIN","POL",23833.0185411984
"1894","FIN","PRT",31823.9415892026
"1895","FIN","RhodeIsland",23931.277292304
"1896","FIN","ROU",46208.6984760919
"1897","FIN","RoW",74716.0494424773
"1898","FIN","RUS",10682.0901633227
"1899","FIN","SouthCarolina",28311.3907853681
"1900","FIN","SouthDakota",27479.3049007417
"1901","FIN","SVK",43826.9320888364
"1902","FIN","SVN",34174.3797852653
"1903","FIN","SWE",7933.1890123131
"1904","FIN","Tennessee",28580.7146733906
"1905","FIN","Texas",32141.6983238375
"1906","FIN","TUR",18502.0642541386
"1907","FIN","TWN",53859.4155380241
"1908","FIN","Utah",30490.0804067051
"1909","FIN","Vermont",23362.3228005333
"1910","FIN","Virginia",26407.5713298339
"1911","FIN","Washington",28690.0680865471
"1912","FIN","WestVirginia",26569.0642064304
"1913","FIN","Wisconsin",26154.4610222396
"1914","FIN","Wyoming",28992.769576255
"1915","Florida","Alabama",666.980081019881
"1916","Florida","Alaska",6081.67922905176
"1917","Florida","Arizona",2972.02081756913
"1918","Florida","Arkansas",1279.6697419495
"1919","Florida","AUS",22416.3283619002
"1920","Florida","AUT",35164.17333782
"1921","Florida","BEL",18342.7781174264
"1922","Florida","BGR",36078.1995180019
"1923","Florida","BRA",13332.5049753481
"1924","Florida","California",3616.4603132231
"1925","Florida","CAN",3697.51884392596
"1926","Florida","CHN",40426.9592278303
"1927","Florida","Colorado",2500.96900291022
"1928","Florida","Connecticut",1718.91823271268
"1929","Florida","CYP",27113.7004574375
"1930","Florida","CZE",53255.4487549335
"1931","Florida","Delaware",1393.08388423824
"1932","Florida","DEU",39174.812207047
"1933","Florida","DNK",28614.5702898918
"1934","Florida","ESP",20949.8902717546
"1935","Florida","EST",22173.7719237664
"1936","Florida","FIN",30660.1094752343
"1937","Florida","Florida",175.360430657577
"1938","Florida","FRA",20287.0732078056
"1939","Florida","GBR",16010.1092392006
"1940","Florida","Georgia",587.573271402259
"1941","Florida","GRC",25558.3204088851
"1942","Florida","Hawaii",7618.95957406065
"1943","Florida","HUN",42914.3785485628
"1944","Florida","Idaho",3463.37197568776
"1945","Florida","IDN",103022.192994335
"1946","Florida","Illinois",1589.41586736819
"1947","Florida","IND",80283.4144518223
"1948","Florida","Indiana",1403.05149918247
"1949","Florida","Iowa",1854.19662930994
"1950","Florida","IRL",24612.4802738404
"1951","Florida","ITA",19573.9073933768
"1952","Florida","JPN",16684.1011018667
"1953","Florida","Kansas",1789.3131402174
"1954","Florida","Kentucky",1138.48154397147
"1955","Florida","KOR",18234.574999777
"1956","Florida","Louisiana",948.333427932895
"1957","Florida","LTU",30577.8810265906
"1958","Florida","Maine",2123.35770131052
"1959","Florida","Maryland",1332.39931495655
"1960","Florida","Massachusetts",1857.51346014803
"1961","Florida","MEX",3543.21291082295
"1962","Florida","Michigan",1671.92230341087
"1963","Florida","Minnesota",2182.27625709083
"1964","Florida","Mississippi",860.724088034373
"1965","Florida","Missouri",1495.85436332614
"1966","Florida","Montana",3310.62086069022
"1967","Florida","Nebraska",2036.26331059285
"1968","Florida","Nevada",3359.25965541567
"1969","Florida","NewHampshire",1936.58594694903
"1970","Florida","NewJersey",1546.73227446843
"1971","Florida","NewMexico",2450.45569315002
"1972","Florida","NewYork",1656.86269674802
"1973","Florida","NLD",35224.8942183763
"1974","Florida","NorthCarolina",878.551026164869
"1975","Florida","NorthDakota",2647.63439289139
"1976","Florida","Ohio",1394.03949883924
"1977","Florida","Oklahoma",1644.78725689358
"1978","Florida","Oregon",4050.62665070354
"1979","Florida","Pennsylvania",1472.1589708919
"1980","Florida","POL",53331.4516689448
"1981","Florida","PRT",17300.3615212609
"1982","Florida","RhodeIsland",1801.45607874217
"1983","Florida","ROU",66035.4151518464
"1984","Florida","RoW",28765.7813754459
"1985","Florida","RUS",25312.8564646903
"1986","Florida","SouthCarolina",673.835578309892
"1987","Florida","SouthDakota",2348.13370246147
"1988","Florida","SVK",70554.0176386126
"1989","Florida","SVN",44280.9090546993
"1990","Florida","SWE",33662.0276995306
"1991","Florida","Tennessee",971.677133249857
"1992","Florida","Texas",1527.07079572908
"1993","Florida","TUR",20557.2672152907
"1994","Florida","TWN",24657.9855203701
"1995","Florida","Utah",3090.3530447776
"1996","Florida","Vermont",1971.78158052774
"1997","Florida","Virginia",1161.12733643372
"1998","Florida","Washington",4049.18849663926
"1999","Florida","WestVirginia",1206.45821958806
"2000","Florida","Wisconsin",1857.9071142822
"2001","Florida","Wyoming",2801.36274161098
"2002","FRA","Alabama",20200.5729579282
"2003","FRA","Alaska",20934.8572681212
"2004","FRA","Arizona",24594.4001616413
"2005","FRA","Arkansas",20853.6595840586
"2006","FRA","AUS",65060.6873293622
"2007","FRA","AUT",11746.8300715725
"2008","FRA","BEL",2065.89294323416
"2009","FRA","BGR",18845.583471676
"2010","FRA","BRA",49289.0008257068
"2011","FRA","California",25094.6480108058
"2012","FRA","CAN",28936.2800013515
"2013","FRA","CHN",75086.3111714407
"2014","FRA","Colorado",22024.1268792918
"2015","FRA","Connecticut",15964.7026637021
"2016","FRA","CYP",20610.2465101562
"2017","FRA","CZE",16816.3593783928
"2018","FRA","Delaware",16863.7819308975
"2019","FRA","DEU",8929.44195403787
"2020","FRA","DNK",11240.2555389227
"2021","FRA","ESP",6432.50928206542
"2022","FRA","EST",14360.9556197491
"2023","FRA","FIN",20619.8967234351
"2024","FRA","Florida",20287.0732078056
"2025","FRA","FRA",3003.12527037065
"2026","FRA","GBR",3549.09144088911
"2027","FRA","Georgia",19585.5220949962
"2028","FRA","GRC",14403.8602418062
"2029","FRA","Hawaii",33311.7055854759
"2030","FRA","HUN",17059.7348625329
"2031","FRA","Idaho",22424.7874457007
"2032","FRA","IDN",189320.548935017
"2033","FRA","Illinois",18828.362970538
"2034","FRA","IND",111753.768025773
"2035","FRA","Indiana",18688.2460523412
"2036","FRA","Iowa",19509.2024509011
"2037","FRA","IRL",9137.23513668666
"2038","FRA","ITA",4615.03810007779
"2039","FRA","JPN",37480.4298469161
"2040","FRA","Kansas",20828.1251592904
"2041","FRA","Kentucky",18952.4179639891
"2042","FRA","KOR",37440.2387226459
"2043","FRA","Louisiana",21579.5505620879
"2044","FRA","LTU",16981.3072750667
"2045","FRA","Maine",14902.6571901939
"2046","FRA","Maryland",17130.3647985481
"2047","FRA","Massachusetts",15555.8339611445
"2048","FRA","MEX",44167.9771590288
"2049","FRA","Michigan",17811.7613025423
"2050","FRA","Minnesota",18957.1694393644
"2051","FRA","Mississippi",20823.2960929521
"2052","FRA","Missouri",20086.6807504633
"2053","FRA","Montana",21272.5630363631
"2054","FRA","Nebraska",20402.0953843933
"2055","FRA","Nevada",24216.3397392136
"2056","FRA","NewHampshire",15430.5595285983
"2057","FRA","NewJersey",16451.8694610789
"2058","FRA","NewMexico",23342.5790229705
"2059","FRA","NewYork",16287.8825486202
"2060","FRA","NLD",5920.46125363883
"2061","FRA","NorthCarolina",18339.3237344991
"2062","FRA","NorthDakota",19439.631678147
"2063","FRA","Ohio",17985.938002296
"2064","FRA","Oklahoma",21495.7871032086
"2065","FRA","Oregon",23249.4663964934
"2066","FRA","Pennsylvania",16923.960391349
"2067","FRA","POL",22458.3625061148
"2068","FRA","PRT",9255.90770640482
"2069","FRA","RhodeIsland",15674.8243825278
"2070","FRA","ROU",34580.7181434696
"2071","FRA","RoW",51675.7807291975
"2072","FRA","RUS",22110.897932296
"2073","FRA","SouthCarolina",18902.045520484
"2074","FRA","SouthDakota",20051.3242161113
"2075","FRA","SVK",26711.7907733363
"2076","FRA","SVN",13470.4675356275
"2077","FRA","SWE",17141.7049004823
"2078","FRA","Tennessee",19547.0415037335
"2079","FRA","Texas",22597.7382166518
"2080","FRA","TUR",13803.2612005395
"2081","FRA","TWN",48859.841865663
"2082","FRA","Utah",22874.6074947304
"2083","FRA","Vermont",15522.2098082644
"2084","FRA","Virginia",17562.7697776426
"2085","FRA","Washington",22468.5136118067
"2086","FRA","WestVirginia",17925.956417525
"2087","FRA","Wisconsin",18462.7554069286
"2088","FRA","Wyoming",21586.6967155814
"2089","GBR","Alabama",15795.1344907863
