"","iso_o","iso_d","dist"
"4163","Michigan","SVK",61779.237288642
"4164","Michigan","SVN",39092.9421176531
"4165","Michigan","SWE",28350.0637016841
"4166","Michigan","Tennessee",816.797656131684
"4167","Michigan","Texas",1754.47998261481
"4168","Michigan","TUR",18423.1666803611
"4169","Michigan","TWN",21748.4746609884
"4170","Michigan","Utah",2310.93290018428
"4171","Michigan","Vermont",932.909378404703
"4172","Michigan","Virginia",772.468435618769
"4173","Michigan","Washington",2928.9317351357
"4174","Michigan","WestVirginia",533.5627214308
"4175","Michigan","Wisconsin",342.512571361557
"4176","Michigan","Wyoming",1844.29435808605
"4177","Minnesota","Alabama",1463.4226997433
"4178","Minnesota","Alaska",3893.96451861035
"4179","Minnesota","Arizona",2072.52783081976
"4180","Minnesota","Arkansas",1114.77023183445
"4181","Minnesota","AUS",21544.8863167882
"4182","Minnesota","AUT",32258.8265958785
"4183","Minnesota","BEL",16784.765967812
"4184","Minnesota","BGR",33484.1154415082
"4185","Minnesota","BRA",17761.3145249248
"4186","Minnesota","California",2419.96285534252
"4187","Minnesota","CAN",2220.72702906164
"4188","Minnesota","CHN",33672.9584880016
"4189","Minnesota","Colorado",1133.79443813219
"4190","Minnesota","Connecticut",1725.67978351671
"4191","Minnesota","CYP",25456.6189277996
"4192","Minnesota","CZE",48504.0071373346
"4193","Minnesota","Delaware",1623.10914654906
"4194","Minnesota","DEU",35575.1227081554
"4195","Minnesota","DNK",25333.5648393553
"4196","Minnesota","ESP",20547.2226105884
"4197","Minnesota","EST",19138.5761070545
"4198","Minnesota","FIN",26307.3284893737
"4199","Minnesota","Florida",2182.27625709083
"4200","Minnesota","FRA",18957.1694393644
"4201","Minnesota","GBR",14540.5236708934
"4202","Minnesota","Georgia",1545.47573929707
"4203","Minnesota","GRC",24118.5440996785
"4204","Minnesota","Hawaii",6358.46701698358
"4205","Minnesota","HUN",39320.5561146864
"4206","Minnesota","Idaho",1701.23454162591
"4207","Minnesota","IDN",90002.4208439717
"4208","Minnesota","Illinois",603.006021705075
"4209","Minnesota","IND",71388.3023861539
"4210","Minnesota","Indiana",812.687351586633
"4211","Minnesota","Iowa",354.164458531992
"4212","Minnesota","IRL",22341.2391708462
"4213","Minnesota","ITA",18460.6129504548
"4214","Minnesota","JPN",13614.81516639
"4215","Minnesota","Kansas",779.963570295631
"4216","Minnesota","Kentucky",1072.73985696619
"4217","Minnesota","KOR",14955.204017416
"4218","Minnesota","Louisiana",1614.72884277199
"4219","Minnesota","LTU",26965.6344510465
"4220","Minnesota","Maine",1881.20988601655
"4221","Minnesota","Maryland",1537.28145892692
"4222","Minnesota","Massachusetts",1811.92784414975
"4223","Minnesota","MEX",4731.86532266798
"4224","Minnesota","Michigan",777.335366958951
"4225","Minnesota","Minnesota",89.7007463914184
"4226","Minnesota","Mississippi",1425.80785867206
"4227","Minnesota","Missouri",754.93970183712
"4228","Minnesota","Montana",1344.65502840424
"4229","Minnesota","Nebraska",534.615178448045
"4230","Minnesota","Nevada",2081.06027837818
"4231","Minnesota","NewHampshire",1773.5016220643
"4232","Minnesota","NewJersey",1650.48958685549
"4233","Minnesota","NewMexico",1601.06790751128
"4234","Minnesota","NewYork",1573.94692358439
"4235","Minnesota","NLD",32004.4833380872
"4236","Minnesota","NorthCarolina",1587.70358265514
"4237","Minnesota","NorthDakota",450.306864411086
"4238","Minnesota","Ohio",1026.76397780866
"4239","Minnesota","Oklahoma",1096.76583552775
"4240","Minnesota","Oregon",2263.24625473543
"4241","Minnesota","Pennsylvania",1433.4746633379
"4242","Minnesota","POL",47864.8529028302
"4243","Minnesota","PRT",17255.2427983259
"4244","Minnesota","RhodeIsland",1819.83668868883
"4245","Minnesota","ROU",60609.9981385823
"4246","Minnesota","RoW",36445.0661319071
"4247","Minnesota","RUS",21752.9932796527
"4248","Minnesota","SouthCarolina",1633.14059782203
"4249","Minnesota","SouthDakota",394.102457576467
"4250","Minnesota","SVK",64462.7616340718
"4251","Minnesota","SVN",41044.8582041226
"4252","Minnesota","SWE",29314.7641793209
"4253","Minnesota","Tennessee",1212.3800997841
"4254","Minnesota","Texas",1605.95452774867
"4255","Minnesota","TUR",19071.7267363757
"4256","Minnesota","TWN",20700.1206770374
"4257","Minnesota","Utah",1589.7060137675
"4258","Minnesota","Vermont",1650.84029755153
"4259","Minnesota","Virginia",1544.80192571307
"4260","Minnesota","Washington",2137.65019287522
"4261","Minnesota","WestVirginia",1280.76545701749
"4262","Minnesota","Wisconsin",348.17222043761
"4263","Minnesota","Wyoming",1100.98812957604
"4264","Mississippi","Alabama",292.212184091173
"4265","Mississippi","Alaska",5222.05735333962
"4266","Mississippi","Arizona",2115.5254406644
"4267","Mississippi","Arkansas",368.021321326602
"4268","Mississippi","AUS",21621.4644075634
"4269","Mississippi","AUT",35689.7239220335
"4270","Mississippi","BEL",18676.376285774
"4271","Mississippi","BGR",36666.0531786888
"4272","Mississippi","BRA",15240.4304908831
"4273","Mississippi","California",2733.76301447743
"4274","Mississippi","CAN",3184.93976557215
"4275","Mississippi","CHN",38106.7926326632
"4276","Mississippi","Colorado",1587.46481291536
"4277","Mississippi","Connecticut",1779.94743003471
"4278","Mississippi","CYP",27583.9462286728
"4279","Mississippi","CZE",53937.4933601197
"4280","Mississippi","Delaware",1466.62641836108
"4281","Mississippi","DEU",39701.6585802859
"4282","Mississippi","DNK",28713.7081112463
"4283","Mississippi","ESP",21916.2193403747
"4284","Mississippi","EST",21956.9730834915
"4285","Mississippi","FIN",30299.4607087054
"4286","Mississippi","Florida",860.724088034373
"4287","Mississippi","FRA",20823.2960929521
"4288","Mississippi","GBR",16292.9123490707
"4289","Mississippi","Georgia",551.112433468565
"4290","Mississippi","GRC",26130.2199275444
"4291","Mississippi","Hawaii",6776.32426270898
"4292","Mississippi","HUN",43491.6000841078
"4293","Mississippi","Idaho",2545.671778441
"4294","Mississippi","IDN",98097.6893765533
"4295","Mississippi","Illinois",925.701067418789
"4296","Mississippi","IND",78835.1354784773
"4297","Mississippi","Indiana",853.264323733553
"4298","Mississippi","Iowa",1067.25291960859
"4299","Mississippi","IRL",25088.2764330083
"4300","Mississippi","ITA",20092.9239403446
"4301","Mississippi","JPN",15468.9617886943
"4302","Mississippi","Kansas",893.333782282702
"4303","Mississippi","Kentucky",668.701272419589
"4304","Mississippi","KOR",17019.5851306348
"4305","Mississippi","Louisiana",273.61093627148
"4306","Mississippi","LTU",30518.1241136107
"4307","Mississippi","Maine",2155.65463809188
"4308","Mississippi","Maryland",1360.84265564264
"4309","Mississippi","Massachusetts",1928.21614973427
"4310","Mississippi","MEX",2945.65412678867
"4311","Mississippi","Michigan",1220.88506940292
"4312","Mississippi","Minnesota",1425.80785867206
"4313","Mississippi","Mississippi",149.988037003131
"4314","Mississippi","Missouri",656.52256604041
"4315","Mississippi","Montana",2410.77373808469
"4316","Mississippi","Nebraska",1162.75430512697
"4317","Mississippi","Nevada",2460.81586482744
"4318","Mississippi","NewHampshire",1968.25455110478
"4319","Mississippi","NewJersey",1606.03856172674
"4320","Mississippi","NewMexico",1574.10030677053
"4321","Mississippi","NewYork",1660.38825728495
"4322","Mississippi","NLD",35770.0207666779
"4323","Mississippi","NorthCarolina",961.171659197767
"4324","Mississippi","NorthDakota",1831.72586418954
"4325","Mississippi","Ohio",1041.21749222135
"4326","Mississippi","Oklahoma",739.821284937634
"4327","Mississippi","Oregon",3132.4124209579
"4328","Mississippi","Pennsylvania",1413.54902658169
"4329","Mississippi","POL",53658.0005238583
"4330","Mississippi","PRT",18260.9752054933
"4331","Mississippi","RhodeIsland",1890.76624713349
"4332","Mississippi","ROU",66828.8798030548
"4333","Mississippi","RoW",33428.5503230145
"4334","Mississippi","RUS",24834.9596777347
"4335","Mississippi","SouthCarolina",818.003435164052
"4336","Mississippi","SouthDakota",1495.70859284367
"4337","Mississippi","SVK",71450.4484100365
"4338","Mississippi","SVN",45128.5488443447
"4339","Mississippi","SWE",33535.9400556124
"4340","Mississippi","Tennessee",377.02021015852
"4341","Mississippi","Texas",743.726457191501
"4342","Mississippi","TUR",20840.0115760011
"4343","Mississippi","TWN",23179.4150618512
"4344","Mississippi","Utah",2176.23721514885
"4345","Mississippi","Vermont",1935.32225485005
"4346","Mississippi","Virginia",1204.18477747071
"4347","Mississippi","Washington",3136.68265962764
"4348","Mississippi","WestVirginia",1039.96868432203
"4349","Mississippi","Wisconsin",1218.11180316178
"4350","Mississippi","Wyoming",1889.29004969555
"4351","Missouri","Alabama",752.133575797129
"4352","Missouri","Alaska",4552.85295740753
"4353","Missouri","Arizona",1883.22934012888
"4354","Missouri","Arkansas",360.235101584257
"4355","Missouri","AUS",21530.8808576276
"4356","Missouri","AUT",34298.9516571611
"4357","Missouri","BEL",17908.6999959865
"4358","Missouri","BGR",35393.4579695052
"4359","Missouri","BRA",16516.0807409758
"4360","Missouri","California",2408.90249265133
"4361","Missouri","CAN",2578.00528134029
"4362","Missouri","CHN",35965.5144957174
"4363","Missouri","Colorado",1101.96924919522
"4364","Missouri","Connecticut",1673.84753739327
"4365","Missouri","CYP",26746.9884167456
"4366","Missouri","CZE",51716.7648930761
"4367","Missouri","Delaware",1435.19221974465
"4368","Missouri","DEU",38011.8089770313
"4369","Missouri","DNK",27295.8280789406
"4370","Missouri","ESP",21431.4610479724
"4371","Missouri","EST",20746.3845962572
"4372","Missouri","FIN",28578.9521671226
"4373","Missouri","Florida",1495.85436332614
"4374","Missouri","FRA",20086.6807504633
"4375","Missouri","GBR",15576.1031123568
"4376","Missouri","Georgia",908.43615459528
"4377","Missouri","GRC",25349.4796567324
"4378","Missouri","Hawaii",6477.24319844533
"4379","Missouri","HUN",41796.5414322434
"4380","Missouri","Idaho",1994.94833608302
"4381","Missouri","IDN",94133.735911064
"4382","Missouri","Illinois",383.05224125389
"4383","Missouri","IND",75511.6998321681
"4384","Missouri","Indiana",524.152890484543
"4385","Missouri","Iowa",405.808544969854
"4386","Missouri","IRL",23963.0876839156
"4387","Missouri","ITA",19459.2723994613
"4388","Missouri","JPN",14544.4779713067
"4389","Missouri","Kansas",247.980357246776
"4390","Missouri","Kentucky",558.415801900251
"4391","Missouri","KOR",16007.11397147
"4392","Missouri","Louisiana",854.042014003858
"4393","Missouri","LTU",29015.2646993007
"4394","Missouri","Maine",1973.74142597098
"4395","Missouri","Maryland",1324.68129950698
"4396","Missouri","Massachusetts",1804.84826595085
"4397","Missouri","MEX",3624.14642949136
"4398","Missouri","Michigan",824.847091138596
"4399","Missouri","Minnesota",754.93970183712
"4400","Missouri","Mississippi",656.52256604041
"4401","Missouri","Missouri",132.514248255628
"4402","Missouri","Montana",1786.69622558971
"4403","Missouri","Nebraska",480.43439212059
"4404","Missouri","Nevada",2092.08903448263
"4405","Missouri","NewHampshire",1810.19870236489
"4406","Missouri","NewJersey",1532.24759327922
"4407","Missouri","NewMexico",1327.7437621114
"4408","Missouri","NewYork",1525.97517025684
"4409","Missouri","NLD",34229.944544876
"4410","Missouri","NorthCarolina",1129.81364536474
"4411","Missouri","NorthDakota",1146.41220354011
"4412","Missouri","Ohio",812.296081988829
"4413","Missouri","Oklahoma",481.982798618209
"4414","Missouri","Oregon",2594.62584671389
"4415","Missouri","Pennsylvania",1293.05167518712
"4416","Missouri","POL",51250.4351838823
"4417","Missouri","PRT",17923.0319843763
"4418","Missouri","RhodeIsland",1786.87954143493
"4419","Missouri","ROU",64301.0082146662
"4420","Missouri","RoW",35421.1191912037
"4421","Missouri","RUS",23484.1423915102
"4422","Missouri","SouthCarolina",1090.44375866862
"4423","Missouri","SouthDakota",809.532971464821
"4424","Missouri","SVK",68601.5651445891
"4425","Missouri","SVN",43496.5993570677
"4426","Missouri","SWE",31741.0334541248
"4427","Missouri","Tennessee",543.218684244413
"4428","Missouri","Texas",936.486340101474
"4429","Missouri","TUR",20129.9664461214
"4430","Missouri","TWN",21962.2887738695
"4431","Missouri","Utah",1702.44356160678
"4432","Missouri","Vermont",1731.52914295435
"4433","Missouri","Virginia",1236.27175792215
"4434","Missouri","Washington",2554.05007236611
"4435","Missouri","WestVirginia",976.560924169412
"4436","Missouri","Wisconsin",655.719547003536
"4437","Missouri","Wyoming",1313.6150817185
"4438","Montana","Alabama",2564.78981820188
"4439","Montana","Alaska",2806.51866051444
"4440","Montana","Arizona",1507.05393947456
"4441","Montana","Arkansas",2008.1203366073
"4442","Montana","AUS",19664.7283371386
"4443","Montana","AUT",35220.321955413
"4444","Montana","BEL",18713.1127245635
"4445","Montana","BGR",36131.1012421435
"4446","Montana","BRA",20262.8028242991
"4447","Montana","California",1432.29257238416
"4448","Montana","CAN",2546.31507971159
"4449","Montana","CHN",31002.6428695491
"4450","Montana","Colorado",944.035067748702
"4451","Montana","Connecticut",3083.82908401694
"4452","Montana","CYP",27124.62876647
"4453","Montana","CZE",53010.0458506786
"4454","Montana","Delaware",2986.17247769471
"4455","Montana","DEU",39197.1115341754
"4456","Montana","DNK",27656.222033383
"4457","Montana","ESP",23421.812553399
"4458","Montana","EST",20325.7468669678
"4459","Montana","FIN",27914.2859707162
"4460","Montana","Florida",3310.62086069022
"4461","Montana","FRA",21272.5630363631
"4462","Montana","GBR",16384.945825191
"4463","Montana","Georgia",2733.46929379782
"4464","Montana","GRC",26118.3188133786
"4465","Montana","Hawaii",5041.4674311663
"4466","Montana","HUN",42695.7792613099
"4467","Montana","Idaho",446.665936394747
"4468","Montana","IDN",83755.1135764693
"4469","Montana","Illinois",1913.41018950463
"4470","Montana","IND",70266.4096580173
"4471","Montana","Indiana",2126.43311616761
"4472","Montana","Iowa",1512.34514683401
"4473","Montana","IRL",25439.1065758636
"4474","Montana","ITA",20410.8005774724
"4475","Montana","JPN",12074.362954277
"4476","Montana","Kansas",1501.2725012338
"4477","Montana","Kentucky",2334.69762485914
"4478","Montana","KOR",13493.1193880894
"4479","Montana","Louisiana",2451.96182620333
"4480","Montana","LTU",28807.1390050209
"4481","Montana","Maine",3198.90314674752
"4482","Montana","Maryland",2897.76877588868
"4483","Montana","Massachusetts",3161.78780521274
"4484","Montana","MEX",5012.97344173715
"4485","Montana","Michigan",2144.78999995015
"4486","Montana","Minnesota",1344.65502840424
"4487","Montana","Mississippi",2410.77373808469
"4488","Montana","Missouri",1786.69622558971
"4489","Montana","Montana",237.632921028663
"4490","Montana","Nebraska",1233.81216306665
"4491","Montana","Nevada",1142.41707570348
"4492","Montana","NewHampshire",3113.27623831463
"4493","Montana","NewJersey",3014.14093576773
"4494","Montana","NewMexico",1404.64331619103
"4495","Montana","NewYork",2941.90471614918
"4496","Montana","NLD",35613.3162610839
"4497","Montana","NorthCarolina",2890.15652510968
"4498","Montana","NorthDakota",814.098899463295
"4499","Montana","Ohio",2372.18653186113
"4500","Montana","Oklahoma",1719.28772192507
"4501","Montana","Oregon",867.522057686526
"4502","Montana","Pennsylvania",2804.54136893002
"4503","Montana","POL",51791.177584692
"4504","Montana","PRT",20008.5405942794
"4505","Montana","RhodeIsland",3173.91180636521
"4506","Montana","ROU",65172.88808537
"4507","Montana","RoW",39551.4464276145
"4508","Montana","RUS",22248.4105336887
"4509","Montana","SouthCarolina",2892.13542147121
"4510","Montana","SouthDakota",924.8561654583
"4511","Montana","SVK",70052.7653884823
"4512","Montana","SVN",45000.5777445152
"4513","Montana","SWE",31664.5769988524
"4514","Montana","Tennessee",2382.32491006924
"4515","Montana","Texas",2109.57852155721
"4516","Montana","TUR",20342.1210377079
"4517","Montana","TWN",18893.6888871577
"4518","Montana","Utah",717.406637169726
"4519","Montana","Vermont",2981.45462589615
"4520","Montana","Virginia",2891.92937137569
"4521","Montana","Washington",701.361902649673
"4522","Montana","WestVirginia",2619.41687826809
"4523","Montana","Wisconsin",1751.95932671422
"4524","Montana","Wyoming",510.181589990655
"4525","Nebraska","Alabama",1294.68754806942
"4526","Nebraska","Alaska",4034.92165652948
"4527","Nebraska","Arizona",1569.3570778381
"4528","Nebraska","Arkansas",776.33901747175
"4529","Nebraska","AUS",21001.6011802623
"4530","Nebraska","AUT",34540.6413291415
"4531","Nebraska","BEL",18109.7635152059
"4532","Nebraska","BGR",35612.8132897253
"4533","Nebraska","BRA",17628.1483576018
"4534","Nebraska","California",1998.23324520452
"4535","Nebraska","CAN",2792.14881561412
"4536","Nebraska","CHN",34515.3460631416
"4537","Nebraska","Colorado",634.045408699464
"4538","Nebraska","Connecticut",2035.14076936546
"4539","Nebraska","CYP",26884.8424641641
"4540","Nebraska","CZE",52038.5020825703
"4541","Nebraska","Delaware",1853.66274906763
"4542","Nebraska","DEU",38298.5455974886
"4543","Nebraska","DNK",27346.2644415167
"4544","Nebraska","ESP",21993.5229210631
"4545","Nebraska","EST",20588.709656074
"4546","Nebraska","FIN",28331.6127438961
"4547","Nebraska","Florida",2036.26331059285
"4548","Nebraska","FRA",20402.0953843933
"4549","Nebraska","GBR",15770.4756453326
"4550","Nebraska","Georgia",1457.37172219029
"4551","Nebraska","GRC",25585.3682972908
"4552","Nebraska","Hawaii",6031.33629132607
"4553","Nebraska","HUN",42034.7787380707
"4554","Nebraska","Idaho",1456.45989834356
"4555","Nebraska","IDN",91106.9044584691
"4556","Nebraska","Illinois",742.84977729082
"4557","Nebraska","IND",74113.5722311646
"4558","Nebraska","Indiana",931.619907319336
"4559","Nebraska","Iowa",289.959796511377
"4560","Nebraska","IRL",24316.4239777903
"4561","Nebraska","ITA",19726.6468959471
"4562","Nebraska","JPN",13816.1337877594
"4563","Nebraska","Kansas",328.242853046459
"4564","Nebraska","Kentucky",1085.30554710933
"4565","Nebraska","KOR",15267.6094407088
"4566","Nebraska","Louisiana",1266.04254666903
"4567","Nebraska","LTU",28921.0824124508
"4568","Nebraska","Maine",2267.10925800402
"4569","Nebraska","Maryland",1750.75197775686
"4570","Nebraska","Massachusetts",2147.1810824767
"4571","Nebraska","MEX",3853.92506873318
"4572","Nebraska","Michigan",1083.02859727451
"4573","Nebraska","Minnesota",534.615178448045
"4574","Nebraska","Mississippi",1162.75430512697
"4575","Nebraska","Missouri",480.43439212059
"4576","Nebraska","Montana",1233.81216306665
"4577","Nebraska","Nebraska",104.850136968118
"4578","Nebraska","Nevada",1662.75617570268
"4579","Nebraska","NewHampshire",2129.70953951985
"4580","Nebraska","NewJersey",1921.57946724776
"4581","Nebraska","NewMexico",1070.24998243856
"4582","Nebraska","NewYork",1882.27795261821
"4583","Nebraska","NLD",34564.2918422786
"4584","Nebraska","NorthCarolina",1646.78938353529
"4585","Nebraska","NorthDakota",723.301077243447
"4586","Nebraska","Ohio",1214.32483965725
"4587","Nebraska","Oklahoma",630.865430949849
"4588","Nebraska","Oregon",2063.2878499365
"4589","Nebraska","Pennsylvania",1686.99002963133
"4590","Nebraska","POL",51351.4146604984
"4591","Nebraska","PRT",18508.5417221806
"4592","Nebraska","RhodeIsland",2141.7143870795
"4593","Nebraska","ROU",64550.2996801081
"4594","Nebraska","RoW",36922.4979004871
"4595","Nebraska","RUS",23117.2029029742
"4596","Nebraska","SouthCarolina",1627.36609223946
"4597","Nebraska","SouthDakota",353.698430978922
"4598","Nebraska","SVK",68976.6553526053
"4599","Nebraska","SVN",43906.874294524
"4600","Nebraska","SWE",31651.9665203769
"4601","Nebraska","Tennessee",1105.07836820132
"4602","Nebraska","Texas",1127.85098375919
"4603","Nebraska","TUR",20204.413947589
"4604","Nebraska","TWN",21061.8080410527
"4605","Nebraska","Utah",1209.17131575926
"4606","Nebraska","Vermont",2025.0876363403
"4607","Nebraska","Virginia",1702.23324958049
"4608","Nebraska","Washington",2012.26027773531
"4609","Nebraska","WestVirginia",1430.05096112846
"4610","Nebraska","Wisconsin",736.25733180601
"4611","Nebraska","Wyoming",730.963516855123
"4612","Nevada","Alabama",2698.02579176725
"4613","Nevada","Alaska",3453.10138155558
"4614","Nevada","Arizona",463.863300036624
"4615","Nevada","Arkansas",2105.49491721613
"4616","Nevada","AUS",18592.7088619938
"4617","Nevada","AUT",39918.9656685271
"4618","Nevada","BEL",21419.0578041536
"4619","Nevada","BGR",40533.8056271832
"4620","Nevada","BRA",19972.0765942543
"4621","Nevada","California",424.47186144488
"4622","Nevada","CAN",4201.88381558575
"4623","Nevada","CHN",32757.2520058548
"4624","Nevada","Colorado",991.970292946742
"4625","Nevada","Connecticut",3715.00697261126
"4626","Nevada","CYP",30091.736954951
"4627","Nevada","CZE",60284.8243262157
"4628","Nevada","Delaware",3524.51449130431
"4629","Nevada","DEU",44785.260590468
"4630","Nevada","DNK",31803.8603840952
"4631","Nevada","ESP",26356.0459623628
"4632","Nevada","EST",23350.0946674286
"4633","Nevada","FIN",32140.9052091329
"4634","Nevada","Florida",3359.25965541567
"4635","Nevada","FRA",24216.3397392136
"4636","Nevada","GBR",18885.8777929779
"4637","Nevada","Georgia",2938.39649353597
"4638","Nevada","GRC",29152.4045148227
"4639","Nevada","Hawaii",4385.52576487658
"4640","Nevada","HUN",48295.6354388374
"4641","Nevada","Idaho",738.091567789636
"4642","Nevada","IDN",85194.8444097785
"4643","Nevada","Illinois",2430.23017643203
"4644","Nevada","IND",75639.131131463
"4645","Nevada","Indiana",2604.58007485662
"4646","Nevada","Iowa",2040.33380146468
"4647","Nevada","IRL",29438.2541486223
"4648","Nevada","ITA",23006.9181490974
"4649","Nevada","JPN",12557.6742962597
"4650","Nevada","Kansas",1712.31070137202
"4651","Nevada","Kentucky",2708.61902889905
"4652","Nevada","KOR",14188.8326318573
"4653","Nevada","Louisiana",2360.6614528911
"4654","Nevada","LTU",32868.2067300876
"4655","Nevada","Maine",3932.377355277
"4656","Nevada","Maryland",3419.66841257167
"4657","Nevada","Massachusetts",3825.65691012069
"4658","Nevada","MEX",3381.18694535424
"4659","Nevada","Michigan",2769.24537417644
"4660","Nevada","Minnesota",2081.06027837818
"4661","Nevada","Mississippi",2460.81586482744
"4662","Nevada","Missouri",2092.08903448263
"4663","Nevada","Montana",1142.41707570348
"4664","Nevada","Nebraska",1662.75617570268
"4665","Nevada","Nevada",961.637546522417
"4666","Nevada","NewHampshire",3804.23583414713
"4667","Nevada","NewJersey",3599.34572904851
"4668","Nevada","NewMexico",883.484438551263
"4669","Nevada","NewYork",3567.38305255223
"4670","Nevada","NLD",40845.2360205199
"4671","Nevada","NorthCarolina",3245.89181429192
"4672","Nevada","NorthDakota",1773.64502529826
"4673","Nevada","Ohio",2894.25286901108
"4674","Nevada","Oklahoma",1721.93905791826
"4675","Nevada","Oregon",882.28903615023
"4676","Nevada","Pennsylvania",3373.67970004336
"4677","Nevada","POL",58994.3106049008
"4678","Nevada","PRT",22534.0300592346
"4679","Nevada","RhodeIsland",3820.66981615131
"4680","Nevada","ROU",73328.0565715043
"4681","Nevada","RoW",41080.1921936945
"4682","Nevada","RUS",25096.2891540791
"4683","Nevada","SouthCarolina",3172.02943603765
"4684","Nevada","SouthDakota",1624.48493715194
"4685","Nevada","SVK",79362.2583190531
"4686","Nevada","SVN",50886.0745036623
"4687","Nevada","SWE",36505.9722829045
"4688","Nevada","Tennessee",2639.42754531737
"4689","Nevada","Texas",1815.15583909042
"4690","Nevada","TUR",22691.3100933235
"4691","Nevada","TWN",19622.467203247
"4692","Nevada","Utah",516.167088443415
"4693","Nevada","Vermont",3694.29738769464
"4694","Nevada","Virginia",3354.4412235786
"4695","Nevada","Washington",1140.78417908379
"4696","Nevada","WestVirginia",3089.09789791683
"4697","Nevada","Wisconsin",2404.8578951439
"4698","Nevada","Wyoming",999.201243475953
"4699","NewHampshire","Alabama",1739.55469429534
"4700","NewHampshire","Alaska",5242.61542673726
"4701","NewHampshire","Arizona",3686.76301231162
"4702","NewHampshire","Arkansas",2022.81514185934
"4703","NewHampshire","AUS",24051.1196206496
"4704","NewHampshire","AUT",27416.8911330287
"4705","NewHampshire","BEL",13820.6597020187
"4706","NewHampshire","BGR",28938.5675839589
"4707","NewHampshire","BRA",15147.1245454462
"4708","NewHampshire","California",4137.92623856039
"4709","NewHampshire","CAN",1047.46760040683
"4710","NewHampshire","CHN",35785.7837695472
"4711","NewHampshire","Colorado",2817.07185906338
"4712","NewHampshire","Connecticut",208.450782377529
"4713","NewHampshire","CYP",22397.6274270545
"4714","NewHampshire","CZE",41179.859332843
"4715","NewHampshire","Delaware",547.326131689007
"4716","NewHampshire","DEU",29844.8174368165
"4717","NewHampshire","DNK",21603.715594451
"4718","NewHampshire","ESP",16281.1733212326
"4719","NewHampshire","EST",17014.4065366953
"4720","NewHampshire","FIN",23438.1306892592
"4721","NewHampshire","Florida",1936.58594694903
"4722","NewHampshire","FRA",15430.5595285983
"4723","NewHampshire","GBR",11781.4931009461
"4724","NewHampshire","Georgia",1533.9261062147
"4725","NewHampshire","GRC",20739.0727975529
"4726","NewHampshire","Hawaii",8130.80361079639
"4727","NewHampshire","HUN",33689.8313803442
"4728","NewHampshire","Idaho",3472.69201186248
"4729","NewHampshire","IDN",94226.7464717928
"4730","NewHampshire","Illinois",1397.12767699911
"4731","NewHampshire","IND",69335.5754492916
"4732","NewHampshire","Indiana",1270.8149077271
"4733","NewHampshire","Iowa",1756.66319873425
"4734","NewHampshire","IRL",17796.9359315947
"4735","NewHampshire","ITA",15381.5807871494
"4736","NewHampshire","JPN",15172.0242474975
"4737","NewHampshire","Kansas",2153.96151643992
"4738","NewHampshire","Kentucky",1295.03802370084
"4739","NewHampshire","KOR",16313.9245795605
"4740","NewHampshire","Louisiana",2248.48156614957
"4741","NewHampshire","LTU",23713.7105034238
"4742","NewHampshire","Maine",150.490820475643
"4743","NewHampshire","Maryland",630.524812714606
"4744","NewHampshire","Massachusetts",99.1999977906246
"4745","NewHampshire","MEX",6332.84638194717
"4746","NewHampshire","Michigan",1032.40354520626
"4747","NewHampshire","Minnesota",1773.5016220643
"4748","NewHampshire","Mississippi",1968.25455110478
"4749","NewHampshire","Missouri",1810.19870236489
"4750","NewHampshire","Montana",3113.27623831463
"4751","NewHampshire","Nebraska",2129.70953951985
"4752","NewHampshire","Nevada",3804.23583414713
"4753","NewHampshire","NewHampshire",74.919679865105
"4754","NewHampshire","NewJersey",383.290425949529
"4755","NewHampshire","NewMexico",3144.32699106516
"4756","NewHampshire","NewYork",325.463924903183
"4757","NewHampshire","NLD",26447.5754559738
"4758","NewHampshire","NorthCarolina",1096.18075718316
"4759","NewHampshire","NorthDakota",2216.22153300901
"4760","NewHampshire","Ohio",968.639771941555
"4761","NewHampshire","Oklahoma",2321.12697306945
"4762","NewHampshire","Oregon",4023.74192199693
"4763","NewHampshire","Pennsylvania",531.210809593398
"4764","NewHampshire","POL",41276.2920814425
"4765","NewHampshire","PRT",13265.8372892871
"4766","NewHampshire","RhodeIsland",154.099452288255
"4767","NewHampshire","ROU",52658.5933183726
"4768","NewHampshire","RoW",32621.1641702072
"4769","NewHampshire","RUS",20244.93786541
"4770","NewHampshire","SouthCarolina",1310.30655815762
"4771","NewHampshire","SouthDakota",2189.50510921073
"4772","NewHampshire","SVK",55171.8933194519
"4773","NewHampshire","SVN",34652.6720804062
"4774","NewHampshire","SWE",25433.0102089701
"4775","NewHampshire","Tennessee",1493.50411151071
"4776","NewHampshire","Texas",2647.41171262809
"4777","NewHampshire","TUR",16752.632283265
"4778","NewHampshire","TWN",22280.129849975
"4779","NewHampshire","Utah",3341.90119202458
"4780","NewHampshire","Vermont",142.841212598085
"4781","NewHampshire","Virginia",791.930185109518
"4782","NewHampshire","Washington",3871.99908409459
"4783","NewHampshire","WestVirginia",899.366999426216
"4784","NewHampshire","Wisconsin",1400.13646022979
"4785","NewHampshire","Wyoming",2869.06244848096
"4786","NewJersey","Alabama",1364.8388340442
"4787","NewJersey","Alaska",5330.12561791854
"4788","NewJersey","Arizona",3432.17144081324
"4789","NewJersey","Arkansas",1700.34982462539
"4790","NewJersey","AUS",23742.2969045294
